url_length,num_dots,num_hyphens,num_underscores,num_slashes,num_digits,num_params,has_ip,has_https,suspicious_tld,domain_length,num_subdomains,has_at_symbol,has_double_slash,entropy,label
54,1,1,0,2,0,0,0,1,0,5,0,0,0,2.299257972394413,0
107,4,4,1,9,18,9,0,0,1,21,2,0,1,3.7317383060073888,1
194,8,6,4,4,17,7,1,0,0,35,5,0,0,4.422693710811799,1
19,2,0,0,1,3,1,0,1,0,10,0,0,0,2.2410193770677678,0
20,2,1,0,1,3,0,0,1,1,12,1,0,0,3.3835512270051544,0
114,5,3,2,5,15,8,0,1,0,35,2,1,1,4.048828714335321,1
103,3,2,3,5,15,9,0,1,1,33,4,0,1,4.517749952438956,1
77,4,7,3,7,7,5,1,0,0,27,5,0,0,4.020328964546579,1
132,4,5,3,8,12,9,1,0,0,22,2,1,0,4.058763397330199,1
186,9,5,3,9,18,6,1,0,0,36,3,1,1,3.90956092899171,1
12,2,0,0,3,1,2,0,0,0,16,0,0,0,2.9952853908701784,0
144,4,5,4,9,8,8,0,0,1,16,3,1,1,4.794703306603608,1
165,8,6,3,4,14,7,1,0,0,39,3,0,1,4.015936529836528,1
32,2,0,0,2,4,2,0,1,0,7,1,0,0,2.5992781768804023,0
58,2,0,0,3,4,0,0,0,0,9,1,0,0,2.1382519377086484,0
142,7,2,3,4,5,9,0,1,1,26,4,0,0,3.9445364202699325,1
37,2,1,0,1,1,0,0,1,0,19,1,0,0,2.0408750179262225,0
31,2,0,0,3,0,0,0,0,0,14,0,0,0,3.1177692430544215,0
148,7,7,3,3,5,7,0,0,1,28,2,1,0,4.0714869105026,1
24,2,0,0,3,4,0,0,1,0,16,1,0,0,3.018798726801754,0
98,9,2,2,4,19,6,1,0,1,32,3,0,1,4.767293491234449,1
53,1,0,0,3,2,2,0,1,0,7,1,0,0,2.8259950691612774,0
171,6,6,1,3,11,4,1,0,1,20,3,0,0,3.825434368795819,1
117,5,5,4,8,8,6,0,0,1,17,3,0,1,3.8935144501714185,1
54,2,1,0,3,3,2,0,1,0,7,1,0,0,3.128596823455682,0
163,7,6,1,9,16,3,1,0,1,20,5,1,0,4.068560728074552,1
15,2,1,0,2,1,0,0,1,0,12,0,0,0,2.8391081385910355,0
188,5,2,4,6,19,5,0,0,1,38,3,0,0,4.073378377966188,1
20,1,0,0,2,2,0,0,1,0,5,1,0,0,2.1805813681836335,0
18,1,1,0,3,4,2,0,1,0,11,1,0,0,3.1644357162739216,0
161,9,2,2,8,14,2,1,0,1,39,3,0,0,3.6152111616039218,1
20,1,0,0,2,4,2,0,0,0,6,1,0,0,2.0538952732789593,0
103,5,4,4,3,7,3,1,1,1,39,5,0,0,4.546574461329939,1
126,6,7,2,4,15,4,1,0,1,29,4,0,0,4.139181856928346,1
92,3,6,1,6,9,9,1,0,1,29,5,0,0,3.997997441356648,1
54,2,1,0,1,4,0,0,1,0,18,1,0,0,2.242051037582575,0
70,7,4,3,6,17,5,1,0,1,30,3,0,0,4.087865844415863,1
43,1,0,0,2,4,1,0,1,0,13,0,0,0,2.1667057209980185,0
119,6,2,4,3,8,3,1,0,1,19,3,0,0,3.621844452210009,1
186,4,5,3,4,18,8,1,0,1,33,4,0,1,4.116785713804236,1
109,3,7,3,7,19,4,0,0,0,21,3,0,0,4.206425088158772,1
37,2,0,0,3,3,0,0,1,0,12,1,0,0,2.154263888236215,0
89,4,4,3,7,7,5,0,1,1,31,5,0,0,4.067151154681176,1
74,7,3,4,4,12,2,1,1,0,19,3,0,1,4.774169609338603,1
36,1,1,0,2,1,0,0,1,0,16,1,0,0,2.0205236221410217,0
69,9,5,2,3,7,5,1,0,1,39,3,0,1,4.388025264183594,1
174,9,6,2,8,18,6,1,0,1,26,3,0,1,3.9400301321615148,1
176,7,5,4,3,5,6,1,1,0,27,4,0,1,3.988735191155727,1
23,1,0,0,2,3,0,0,1,0,11,1,0,0,2.2018644006561616,0
194,3,7,3,6,6,6,0,0,1,28,4,1,0,3.9840898590899574,1
132,8,7,2,9,12,6,1,0,1,20,4,0,0,4.410702921325365,1
138,9,2,4,6,11,9,0,1,1,36,3,0,1,4.195721374591519,1
56,1,0,0,2,4,1,0,1,0,5,0,0,0,3.1077588177657782,0
36,2,1,0,1,3,0,0,1,0,7,1,0,0,2.138750656908446,0
22,1,1,0,1,3,2,0,1,0,7,1,0,0,2.1883246848477156,0
139,5,3,3,5,17,5,1,1,1,33,5,0,0,3.5721384656180533,1
60,8,3,3,5,10,7,1,1,0,17,5,0,0,4.840452880019201,1
20,1,0,0,1,3,1,0,1,0,7,0,0,0,2.7945709491625514,0
33,2,0,0,1,0,0,0,1,0,10,1,0,0,2.5939058392939245,0
16,2,1,0,3,3,1,0,1,0,6,1,0,0,2.869596749201288,0
35,1,1,0,1,2,0,0,1,0,18,1,0,0,3.496624083515301,0
142,7,7,4,3,7,7,1,1,1,34,3,0,1,4.910755929319103,1
130,4,2,1,4,14,2,1,0,1,34,2,0,0,3.7439912226582277,1
13,1,1,0,2,3,0,0,0,0,17,0,0,0,2.1747167745100056,0
85,4,5,3,5,15,9,1,0,0,30,4,0,0,4.393519736242294,1
48,2,1,0,2,0,1,0,0,0,16,1,0,0,3.2429793591774336,0
139,7,6,1,9,14,3,1,0,1,22,5,0,0,4.370967838864451,1
39,1,1,0,1,1,0,0,1,0,11,0,0,0,3.3108124332815274,0
78,3,4,2,7,19,3,1,0,0,17,4,1,0,3.8244991664462407,1
53,1,0,0,2,2,2,0,1,0,17,1,0,0,2.8320305371825505,0
176,8,3,1,9,13,6,1,1,1,33,4,0,0,4.7294143295987,1
32,1,1,0,1,2,1,0,1,0,11,0,0,0,2.018511569090561,0
28,2,1,0,1,2,1,0,1,0,17,0,0,0,3.3253470925552855,0
171,6,5,3,7,7,6,1,0,1,23,5,0,0,4.876314514480617,1
47,2,0,0,2,0,0,0,1,0,18,1,0,0,2.4449187232356397,0
59,2,0,0,1,3,1,0,1,0,8,0,0,0,2.088658731313482,0
74,4,7,1,5,18,5,0,0,1,33,5,0,0,4.123164500888135,1
117,8,2,2,5,14,9,1,1,0,27,2,0,0,4.426293672593467,1
115,4,6,2,9,19,5,0,0,0,25,4,1,0,4.811461001205621,1
94,6,2,1,5,15,8,1,0,0,26,4,0,1,4.058180322862548,1
172,6,6,2,3,9,3,1,1,1,20,2,0,0,3.5887656077953127,1
95,6,7,1,4,12,6,1,0,0,37,4,1,0,4.907997219940058,1
136,9,2,1,3,11,8,1,0,0,29,5,0,0,3.564972909881468,1
15,1,0,0,1,4,0,0,1,0,17,0,0,0,2.660808739809492,0
150,8,6,4,3,16,2,0,0,1,25,2,0,0,3.9780344059857855,1
52,9,6,3,3,12,4,1,0,1,27,4,1,0,3.5338467675580207,1
175,5,3,1,4,17,4,1,1,0,23,2,0,0,3.77175777627503,1
195,4,2,1,7,10,6,1,1,0,21,4,0,0,3.8209920180474706,1
137,6,6,1,9,19,5,1,1,1,18,2,0,0,4.829256941083989,1
14,2,0,0,2,1,0,0,1,1,14,0,0,0,2.430831813807726,0
116,9,7,4,3,18,6,0,1,0,18,5,0,0,4.867588815369164,1
16,2,1,0,3,4,2,0,1,0,9,0,0,0,2.2270567568949122,0
59,2,1,0,3,0,0,0,1,0,11,1,0,0,2.3102268397000945,0
148,4,4,2,6,9,4,1,0,1,30,5,1,0,4.62691838656065,1
44,1,1,0,1,2,1,0,1,0,5,0,0,0,3.3548721576426956,0
121,4,5,4,6,7,3,1,1,1,24,3,0,1,3.646261538695813,1
78,8,2,3,3,18,9,0,0,0,17,4,1,0,4.928580128598087,1
48,2,0,0,3,3,1,0,1,0,5,0,0,0,3.1129665942709788,0
84,5,4,2,7,12,8,1,0,1,26,4,0,1,4.323364447460108,1
112,6,6,1,5,19,2,1,1,1,34,4,0,1,4.506519470799365,1
40,1,0,0,3,1,1,0,1,0,19,1,0,0,2.524694092711388,0
85,9,4,2,9,17,2,0,1,1,34,2,0,0,3.8834586406930423,1
170,7,3,2,8,11,6,0,0,1,28,5,0,0,4.176899921109672,1
39,1,1,0,1,4,0,0,1,0,6,1,0,0,3.0103198671970866,0
26,2,1,0,3,1,0,0,1,0,5,0,0,0,3.2684802834160136,0
29,2,1,0,3,0,0,0,1,0,13,1,0,0,2.0003405573273834,0
135,8,7,2,9,17,7,1,1,1,15,2,0,0,4.023247861187945,1
41,1,1,0,2,0,2,0,0,1,6,0,0,0,3.1253911911309733,0
105,3,6,4,4,10,6,1,1,1,31,4,1,1,3.5475837377240467,1
107,6,4,3,4,14,8,1,0,1,28,2,1,0,4.559557995214994,1
58,5,5,2,5,12,4,0,1,0,22,2,1,0,4.306376938538849,1
28,2,0,0,1,3,2,0,1,0,15,1,0,0,3.2117984685259717,0
50,2,1,0,1,1,2,0,1,0,11,0,0,0,3.2664722962285735,0
71,5,4,1,6,6,4,1,0,1,20,2,0,0,4.606820622753114,1
172,7,7,4,4,16,2,1,0,0,37,4,0,0,3.933452787381588,1
127,9,4,2,4,6,6,1,1,1,23,5,0,0,4.102246415847315,1
27,2,0,0,1,1,0,0,1,1,14,0,0,0,2.064650163422486,0
36,1,0,0,1,1,2,0,1,0,10,0,0,0,2.716613189599304,0
35,1,0,0,3,4,1,0,1,0,11,0,0,0,3.2389113786678774,0
27,1,0,0,1,0,0,0,1,0,11,1,0,0,2.222760172465521,0
198,8,5,1,3,14,4,0,0,1,38,5,0,0,4.735996477819968,1
55,1,1,0,2,1,2,0,0,0,19,0,0,0,3.025805187363548,0
123,3,6,4,5,9,7,0,0,0,15,2,0,1,4.095907209260689,1
111,3,5,1,3,9,3,1,0,1,35,3,1,0,4.301838828734463,1
91,6,6,1,4,5,2,1,0,0,34,5,0,1,3.574408862524224,1
36,1,1,0,1,2,1,0,1,0,14,1,0,0,3.4423260982063493,0
180,4,2,2,5,5,5,1,1,0,25,2,1,0,4.6909027001777766,1
16,2,1,0,1,0,0,0,0,0,14,1,0,0,3.1234447262905976,0
183,6,2,2,5,14,3,1,0,0,34,4,0,0,4.093666519490646,1
191,6,7,1,6,14,5,1,1,1,26,3,0,0,3.5806729462660667,1
136,9,6,3,3,18,9,1,0,1,17,4,1,1,4.9631155515271175,1
132,4,5,1,8,10,6,1,0,0,36,3,0,0,4.333245920254447,1
15,2,0,0,1,2,0,0,1,0,15,0,0,0,2.6455197985583006,0
118,9,6,1,3,19,4,0,0,0,35,2,0,1,4.500391171188021,1
23,1,1,0,2,3,1,0,1,0,13,1,0,0,3.0891272772257756,0
12,2,0,0,3,0,2,0,1,0,14,0,0,0,2.92579134067545,0
131,7,4,2,6,5,3,1,0,1,39,4,0,0,3.9194544777398095,1
102,6,3,1,6,12,5,0,0,1,36,3,0,0,4.0205035031183,1
29,2,0,0,3,0,0,0,1,0,17,1,0,0,2.473995711687841,0
168,8,3,2,3,7,3,0,0,1,35,5,0,0,4.186362998375648,1
27,2,1,0,1,3,1,0,0,0,8,1,0,0,2.092919777868482,0
74,5,3,1,6,12,7,1,1,1,15,2,0,0,4.089892227648823,1
84,5,3,1,8,6,7,1,1,1,35,3,0,1,4.802835542374192,1
62,3,5,2,5,6,6,0,0,0,30,2,0,0,3.6699494065974014,1
106,7,3,2,8,17,4,1,1,1,26,3,0,1,4.065479250930262,1
51,9,6,3,4,14,9,1,0,1,23,5,0,0,3.7879331584935887,1
126,3,6,2,4,19,3,1,1,1,17,4,0,0,4.059499753350295,1
60,6,3,1,7,11,6,1,0,1,21,5,0,1,4.012798653197226,1
13,2,1,0,3,4,1,0,0,0,9,1,0,0,3.327858318061348,0
58,6,6,2,6,10,5,1,0,1,27,4,1,1,4.04510589799914,1
117,7,2,3,3,12,6,1,0,1,20,4,0,0,3.924148185590148,1
53,9,3,4,6,13,8,1,1,1,35,3,1,0,4.48038015506663,1
154,8,5,1,3,19,6,0,0,1,34,2,0,0,4.4956141079380805,1
57,1,0,0,3,1,1,0,0,0,10,0,0,0,2.6290020206289326,0
18,2,0,0,3,1,0,0,1,0,19,0,0,0,2.5523751610926997,0
97,5,4,2,9,12,2,1,0,1,29,4,0,0,4.079076403477754,1
162,8,3,1,4,11,5,0,0,1,26,4,0,0,3.5933076372885364,1
37,2,0,0,1,0,1,0,1,0,17,1,0,0,2.263508149933866,0
149,6,5,3,7,16,8,0,0,0,16,2,0,0,3.993845923012092,1
14,2,1,0,2,2,2,0,1,0,5,0,0,0,2.9538661485646074,0
98,3,2,1,4,13,7,1,1,1,33,5,0,0,4.414258836507475,1
92,3,5,2,6,14,8,1,1,0,35,5,1,1,4.263438560633071,1
74,6,6,4,7,6,8,0,0,1,15,2,0,0,3.6238582370529158,1
34,1,0,0,2,4,2,0,0,0,6,0,0,0,2.7083396386343064,0
164,7,6,1,9,13,2,1,1,1,36,4,0,1,4.682301394800059,1
56,2,0,0,2,3,2,0,1,1,9,1,0,0,2.807330152802713,0
48,2,1,0,1,3,1,0,0,0,8,1,0,0,2.088575216687408,0
100,8,6,2,4,13,4,1,0,1,17,4,0,0,4.147710642661666,1
37,2,1,0,1,2,1,0,1,0,8,0,0,0,2.2812566856784704,0
10,2,0,0,3,2,1,0,0,0,18,1,0,0,2.8567987759443705,0
131,6,7,3,8,6,8,1,0,0,23,4,1,0,4.3993958900660814,1
182,8,5,2,6,11,5,1,1,0,28,3,0,0,3.8454788370243165,1
13,1,1,0,1,0,2,0,1,0,9,1,0,0,2.2883868777021377,0
173,6,3,2,4,19,7,1,1,1,23,4,1,0,4.244064089024874,1
94,4,4,2,4,16,8,0,1,1,17,4,0,1,3.6089983813717352,1
142,3,6,4,4,8,3,0,0,0,19,5,1,0,4.050018319554472,1
53,5,4,3,6,13,6,0,0,0,26,2,1,1,4.767296128115763,1
15,1,1,0,1,2,0,0,1,0,8,1,0,0,2.4940689039531136,0
35,2,0,0,3,2,2,0,1,1,9,1,0,0,3.2776855079908125,0
50,1,0,0,1,3,0,0,1,0,12,1,0,0,2.852402924403153,0
44,1,1,0,1,1,2,0,1,0,14,1,0,0,3.0716895258286727,0
17,1,0,0,1,4,1,0,1,0,8,0,0,0,2.0790796495017516,0
189,9,2,1,5,10,6,1,1,0,36,5,0,1,4.751487193624098,1
58,2,0,0,2,1,2,0,1,0,10,0,0,0,3.299275563303544,0
40,2,1,0,3,1,2,0,1,0,5,1,0,0,2.1564696310278233,0
43,2,1,0,2,4,0,0,1,1,16,0,0,0,2.193629292713693,0
73,7,4,2,4,17,4,0,0,1,20,2,1,1,4.752460678524443,1
97,9,4,1,7,10,6,0,0,1,38,5,0,1,4.997299861498426,1
36,1,0,0,3,1,2,0,0,0,15,0,0,0,2.7713405168989667,0
40,2,0,0,1,0,2,0,1,0,7,1,0,0,3.2395854674008326,0
118,3,3,2,6,10,6,1,0,0,35,2,0,1,4.971567293381699,1
55,2,0,0,1,4,1,0,1,0,12,0,0,0,2.187876846644312,0
25,1,1,0,1,2,2,0,1,0,11,0,0,0,2.115453774512026,0
139,4,7,3,8,18,2,1,0,1,20,2,0,1,3.537476123422774,1
69,4,7,3,4,13,6,1,0,1,36,5,1,0,4.101721954237696,1
32,1,1,0,1,3,1,0,1,1,13,0,0,0,2.4260875835606437,0
33,1,1,0,1,2,0,0,1,0,11,0,0,0,3.0128462563430563,0
51,2,0,0,3,1,1,0,1,0,15,0,0,0,2.116117327977126,0
174,5,7,1,4,10,6,1,1,1,26,3,1,1,3.9292025636874715,1
10,1,0,0,1,4,0,0,1,0,18,0,0,0,2.263835425127993,0
94,4,6,1,9,14,4,1,0,0,31,4,0,0,4.525144122735906,1
10,1,1,0,3,3,2,0,1,0,15,1,0,0,3.475896410213603,0
51,2,0,0,3,2,2,0,1,0,14,0,0,0,2.155212595469877,0
11,1,0,0,3,3,1,0,1,0,17,0,0,0,2.7035896165851785,0
57,2,1,0,1,0,1,0,1,0,7,1,0,0,2.6785501388098556,0
46,1,1,0,1,1,1,0,0,0,6,0,0,0,2.3274546677172685,0
152,9,6,2,4,9,2,1,0,1,28,2,0,1,4.511440360550036,1
42,1,1,0,3,1,2,0,1,0,13,0,0,0,3.2856454094148737,0
193,6,5,1,9,18,8,0,0,0,24,4,0,1,4.606147162140683,1
45,2,1,0,1,0,0,0,1,0,19,1,0,0,3.0790822333622305,0
24,1,1,0,2,1,0,0,0,0,15,1,0,0,3.4697053030714073,0
111,4,7,1,4,6,3,0,1,1,20,2,0,1,4.948172951900932,1
17,2,1,0,1,4,2,0,1,0,5,1,0,0,2.7826001282798685,0
78,5,3,1,7,18,2,1,1,1,39,4,0,1,4.731273513894693,1
11,1,1,0,1,3,2,0,1,1,6,0,0,0,3.264418223684296,0
155,6,3,4,5,19,2,1,0,0,36,4,0,0,4.4523945951766155,1
102,8,4,4,4,5,3,1,1,0,16,3,0,1,3.543201770819778,1
71,7,4,2,4,15,8,0,1,1,29,2,0,1,4.496509049908523,1
24,2,1,0,3,2,1,0,1,0,6,1,0,0,3.1258162456306064,0
82,5,6,3,3,19,9,1,0,0,19,3,0,1,4.123441673043732,1
62,6,2,3,9,5,4,1,0,1,27,4,0,0,3.6960089456198935,1
162,8,7,2,8,14,9,1,1,1,31,4,0,0,4.747586946957634,1
55,4,5,3,8,10,4,0,0,0,27,2,0,1,3.8307057214990548,1
11,1,0,0,2,2,1,0,1,0,19,1,0,0,3.4768638445641695,0
196,5,3,3,3,8,5,1,0,1,19,2,0,1,4.838703640928017,1
50,2,0,0,1,2,1,0,1,0,18,0,0,0,2.358496520317327,0
192,6,3,1,5,14,2,1,0,0,37,3,0,1,3.7199124505400047,1
23,2,0,0,1,4,2,0,1,0,10,0,0,0,2.2010373414784876,0
30,1,1,0,3,3,0,0,1,0,14,1,0,0,2.323414647864567,0
21,2,1,0,2,4,0,0,1,0,15,0,0,0,2.565511567938117,0
42,1,1,0,2,4,2,0,1,0,11,0,0,0,2.0210217762890856,0
36,1,1,0,3,4,0,0,1,1,9,0,0,0,3.070559388015061,0
47,2,1,0,1,1,0,0,1,0,13,0,0,0,2.972385431116733,0
14,1,0,0,1,0,2,0,1,0,6,1,0,0,2.3993472522482153,0
56,2,0,0,1,3,2,0,1,0,5,1,0,0,2.7813232676712665,0
65,4,5,4,7,17,3,1,0,0,38,5,1,0,4.579995203941169,1
126,6,4,4,4,19,5,0,0,0,24,5,1,0,4.126825994926414,1
25,1,1,0,2,1,0,0,1,0,5,0,0,0,3.2219375840388755,0
32,1,0,0,1,1,1,0,1,0,9,0,0,0,2.5114498451937273,0
82,9,3,1,3,17,7,1,0,1,19,3,0,0,3.8582677406054104,1
20,1,1,0,2,4,0,0,1,0,11,1,0,0,3.3159646042895536,0
61,5,2,1,4,15,5,0,0,1,34,2,0,1,3.5317247350241243,1
29,2,0,0,1,0,0,0,1,0,19,0,0,0,3.2788139673132504,0
95,9,3,3,5,19,6,0,0,1,30,5,1,1,4.064388993995633,1
165,4,7,2,7,14,2,1,1,0,24,3,0,0,3.50587756242664,1
20,1,0,0,3,3,1,0,1,0,19,0,0,0,2.563956832893709,0
38,2,0,0,2,3,1,0,1,0,10,1,0,0,2.1680175696023083,0
35,1,0,0,2,2,0,0,0,0,18,1,0,0,2.041205843769477,0
186,5,4,3,6,16,4,0,0,0,21,2,1,1,3.7040843516474644,1
198,6,5,4,4,11,6,1,0,1,39,4,0,1,3.9539347743931326,1
130,5,3,2,8,18,4,1,0,0,29,4,0,0,3.6652134243784498,1
119,5,7,3,4,12,6,0,0,1,29,4,0,0,4.880942205066164,1
106,5,5,4,6,11,8,1,0,0,34,2,1,0,3.9733302116646665,1
73,4,7,1,7,12,5,1,1,1,22,4,0,0,4.67085908873141,1
49,2,0,0,2,3,2,0,1,0,8,1,0,0,3.1710231120317935,0
56,8,5,1,5,16,8,1,1,0,25,5,1,1,4.879688857669154,1
83,4,4,2,3,7,3,0,0,0,28,5,0,1,3.930747147695836,1
49,2,0,0,3,2,2,0,1,0,18,0,0,0,3.3242347440177404,0
39,2,0,0,1,0,1,0,1,0,10,1,0,0,2.1460650936620063,0
172,8,3,1,9,6,6,1,0,1,19,3,0,1,3.7924141534552396,1
196,5,2,3,6,5,7,1,1,1,39,3,0,0,4.08415202011651,1
24,1,1,0,2,0,2,0,1,0,12,1,0,0,2.4672684485209793,0
57,2,0,0,3,2,0,0,0,0,9,0,0,0,2.0202704634592736,0
145,9,5,3,3,5,8,1,1,0,15,5,0,0,3.971846226391048,1
19,2,1,0,3,0,0,0,1,0,18,1,0,0,2.2900088504180784,0
50,1,0,0,2,0,0,0,0,0,10,1,0,0,2.7630589763244,0
105,3,7,4,7,18,5,0,1,1,25,4,0,0,3.9104995773821867,1
42,2,0,0,3,3,2,0,0,0,14,1,0,0,3.4526286957506116,0
147,7,6,3,9,8,2,1,0,1,32,5,1,1,4.255270266946995,1
29,2,1,0,1,0,2,0,1,1,15,0,0,0,2.0591263776805446,0
54,1,0,0,2,2,1,0,1,0,13,0,0,0,2.3699846702671667,0
16,2,1,0,3,4,2,0,1,0,18,1,0,0,2.6204982853748104,0
42,2,0,0,2,3,1,0,1,0,11,1,0,0,3.2854251948040822,0
38,2,1,0,1,2,1,0,1,0,8,1,0,0,2.3124165127303185,0
125,9,2,3,3,11,3,1,1,1,29,5,0,1,3.7059550627124067,1
111,7,3,4,3,18,3,0,1,0,39,5,0,1,4.4987866493244155,1
18,2,0,0,1,2,2,0,0,0,6,0,0,0,2.933563897209761,0
40,1,1,0,2,1,2,0,0,0,11,1,0,0,2.900909943780774,0
180,5,7,4,4,5,5,1,1,1,17,5,1,1,4.034913369311579,1
108,3,5,3,9,14,4,1,1,1,16,5,0,0,4.292266582134525,1
49,1,0,0,2,4,2,0,1,1,12,1,0,0,3.4257553423837024,0
88,3,2,4,7,14,8,1,0,1,19,5,0,0,3.8326692379003195,1
38,2,0,0,1,1,2,0,0,0,8,1,0,0,2.8394252834670857,0
32,1,1,0,1,0,1,0,1,0,18,0,0,0,3.1208542070593253,0
24,1,0,0,2,3,2,0,1,1,11,0,0,0,3.361626200361857,0
53,2,0,0,3,4,0,0,1,1,12,1,0,0,2.013647271921164,0
48,1,1,0,3,4,2,0,1,0,14,1,0,0,3.2074502508225278,0
37,2,0,0,1,0,0,0,1,0,6,1,0,0,2.6630993196771127,0
10,1,0,0,1,3,2,0,1,0,15,0,0,0,2.0794039033532274,0
45,1,1,0,1,0,1,0,1,0,10,0,0,0,2.284899149345539,0
198,7,7,1,9,13,3,1,0,0,18,2,0,1,4.880057246163579,1
57,5,2,3,3,6,8,1,0,1,31,4,1,0,3.87483140964635,1
23,2,0,0,3,2,2,0,1,0,19,1,0,0,2.043685677483658,0
194,3,6,1,9,8,9,1,0,0,25,5,0,1,3.962528182514298,1
36,2,0,0,1,4,1,0,1,0,13,1,0,0,2.885256160474616,0
35,2,0,0,2,4,1,0,1,0,16,1,0,0,2.2575172925648253,0
60,6,3,2,9,11,4,1,0,1,23,3,0,0,4.414533591874352,1
50,2,1,0,2,2,2,0,1,0,19,0,0,0,2.6158980458574,0
141,4,7,3,3,6,3,0,1,0,38,3,0,0,3.876788006906701,1
143,4,6,3,3,6,9,1,0,1,37,2,1,0,4.61666325175633,1
178,8,7,1,8,8,6,0,1,1,30,5,0,1,3.5651500358534562,1
114,3,4,3,5,15,6,1,0,0,25,4,0,1,3.8266712026513527,1
51,2,1,0,2,1,2,0,1,0,14,1,0,0,2.456784783727075,0
101,5,2,2,4,18,2,1,0,0,22,2,0,0,4.563350009377373,1
155,5,2,2,5,18,8,0,0,1,19,4,1,0,4.394095896650892,1
111,7,6,1,4,18,8,1,0,1,38,5,0,0,4.915661180517224,1
137,4,2,2,5,13,5,1,1,1,24,2,0,1,4.999627345143566,1
50,2,1,0,1,3,0,0,0,0,6,0,0,0,2.6978081496825066,0
58,1,0,0,2,4,2,0,1,0,14,1,0,0,2.7801731217535917,0
24,2,1,0,1,3,1,0,0,0,7,1,0,0,2.2353759080558406,0
38,1,1,0,2,1,2,0,1,0,5,0,0,0,2.4739037335784553,0
29,2,0,0,1,1,1,0,1,0,17,1,0,0,2.4552558637219284,0
22,1,0,0,3,0,2,0,1,0,5,0,0,0,2.148027841639881,0
188,6,3,4,5,17,4,1,1,1,22,2,0,0,3.6496453365542636,1
26,1,1,0,1,1,0,0,0,0,14,0,0,0,2.896419786398691,0
83,5,3,2,8,10,3,1,0,0,26,2,0,1,3.6335146023440132,1
53,2,1,0,2,4,1,0,1,0,15,0,0,0,2.4332591217162705,0
70,4,2,2,4,6,3,1,0,1,37,5,0,0,4.782617578954532,1
57,1,0,0,3,4,2,0,0,0,15,1,0,0,2.4127853176602136,0
124,9,3,4,8,13,4,1,0,0,29,2,0,0,3.728435370601483,1
44,1,0,0,3,4,1,0,1,0,6,1,0,0,2.2866584340367173,0
171,6,6,1,3,13,3,1,0,1,25,3,0,0,3.7240990826806586,1
124,7,2,3,7,6,5,1,0,1,22,3,1,0,4.222383710329044,1
28,2,1,0,3,2,2,0,1,0,8,0,0,0,3.2017461007627377,0
39,1,1,0,1,2,2,0,1,0,8,1,0,0,3.008490214990462,0
151,9,7,4,5,9,5,1,1,0,23,5,0,1,4.457209853774404,1
155,7,5,2,5,12,4,1,0,1,16,3,1,0,4.389474051451148,1
174,6,2,1,8,18,6,1,1,1,31,5,1,0,4.202212912806104,1
65,8,4,1,3,19,7,1,0,0,26,4,1,0,4.536952654002843,1
94,8,5,2,8,10,7,1,0,1,39,5,1,0,3.7911931556689584,1
82,3,7,1,4,13,8,1,0,1,36,5,1,1,4.023141871094133,1
47,2,1,0,2,0,1,0,1,0,19,0,0,0,2.058199182093331,0
20,1,0,0,3,2,0,0,1,0,19,0,0,0,2.1519141857465094,0
69,7,4,1,4,13,8,1,1,0,30,2,1,0,4.841273237924857,1
47,2,0,0,2,2,0,0,1,0,19,0,0,0,3.099050275806211,0
177,3,3,4,6,18,2,1,1,1,26,5,0,1,4.675957775758384,1
20,2,0,0,2,1,1,0,0,0,5,1,0,0,2.3077807143572104,0
17,1,0,0,1,2,2,0,1,0,6,1,0,0,3.2039843662283296,0
50,4,3,1,9,14,8,1,1,0,37,4,0,0,3.732264022430341,1
32,1,1,0,3,3,1,0,0,0,5,1,0,0,2.860962762547613,0
162,4,2,3,9,8,8,1,0,0,27,5,0,0,3.55696395135441,1
18,2,1,0,1,0,2,0,1,0,18,0,0,0,2.0654913930695127,0
119,6,6,2,6,11,3,0,0,1,23,3,0,1,4.585983746353538,1
12,2,0,0,3,4,0,0,1,0,13,0,0,0,3.038859200116373,0
72,9,6,1,6,10,9,1,0,1,36,2,0,0,4.628502766966827,1
139,8,7,3,9,10,3,1,0,1,23,2,1,1,4.20749477417774,1
43,2,0,0,3,4,0,0,1,0,5,1,0,0,3.4435479746817927,0
128,8,4,3,8,19,7,1,0,1,32,5,0,0,4.416535117312887,1
15,2,1,0,2,4,0,0,1,0,9,0,0,0,2.534585748949856,0
75,7,5,2,4,16,5,1,0,1,18,3,0,0,3.763675723745573,1
58,2,1,0,3,2,0,0,1,0,11,0,0,0,2.812640479911523,0
46,1,0,0,2,1,2,0,1,0,14,1,0,0,2.168913844023831,0
28,2,0,0,3,2,2,0,1,1,6,0,0,0,3.3082417279542597,0
49,2,1,0,1,3,2,0,1,0,8,0,0,0,3.3683818416517335,0
24,2,0,0,3,3,0,0,1,0,17,0,0,0,2.819585700817604,0
55,2,1,0,3,0,0,0,1,0,15,0,0,0,2.5517760419111877,0
12,2,0,0,2,1,0,0,1,0,11,1,0,0,2.797899466329187,0
46,2,1,0,3,1,0,0,1,0,5,0,0,0,2.3979276336290787,0
188,4,4,2,3,8,9,0,1,1,25,4,0,1,3.5006023160380098,1
80,8,6,3,5,6,5,1,0,0,18,5,0,0,4.14526386266647,1
130,8,6,4,7,5,2,1,0,0,15,2,0,0,4.31732252904409,1
